Year,Month,Strata,Main groups,Index Value
2022,FEB,Rural,Health,121.5
2022,FEB,Rural,Transport,113.8
2022,FEB,Rural,Communication,98.7
2022,FEB,Rural,Recreation Services and Culture,114.5
2022,FEB,Rural,Education,115.7
2022,FEB,Rural,Restaurants and Hotels,127.3
2022,FEB,Rural,Miscellaneous Goods and Services,117.4
2022,MAR,Urban,Total,126.3
2022,MAR,Urban,Food and Non- Alcoholic Beverages,144.2
2022,MAR,Urban,Alcoholic Beverages and Tobacco,167.9
2022,MAR,Urban,Clothing and Footware,91.3
2022,MAR,Urban,"Housing, Water, Electricity, Gas and Other Fuels",123.6
2022,MAR,Urban,"Furnishings, Households Equipment and Routine Household Maintenance",123.2
2022,MAR,Urban,Health,125.7
2022,MAR,Urban,Transport,117.9
2022,MAR,Urban,Communication,97.3
2022,MAR,Urban,Recreation Services and Culture,114.1
2022,MAR,Urban,Education,122.9
2022,MAR,Urban,Restaurants and Hotels,138.2
2022,MAR,Urban,Miscellaneous Goods and Services,118.3
2022,MAR,Rural,Total,122.3
2022,MAR,Rural,Food and Non- Alcoholic Beverages,132.9
2022,MAR,Rural,Alcoholic Beverages and Tobacco,174.8
2022,MAR,Rural,Clothing and Footware,99.2
2022,MAR,Rural,"Housing, Water, Electricity, Gas and Other Fuels",117.6
2022,MAR,Rural,"Furnishings, Households Equipment and Routine Household Maintenance",113.6
2022,MAR,Rural,Health,121.5
2022,MAR,Rural,Transport,114.3
2022,MAR,Rural,Communication,98.7
2022,MAR,Rural,Recreation Services and Culture,114.0
2022,MAR,Rural,Education,115.7
2022,MAR,Rural,Restaurants and Hotels,127.8
2022,MAR,Rural,Miscellaneous Goods and Services,118.0
2022,APR,Urban,Total,126.6
2022,APR,Urban,Food and Non- Alcoholic Beverages,144.8
2022,APR,Urban,Alcoholic Beverages and Tobacco,168.0
2022,APR,Urban,Clothing and Footware,91.3
2022,APR,Urban,"Housing, Water, Electricity, Gas and Other Fuels",123.7
2022,APR,Urban,"Furnishings, Households Equipment and Routine Household Maintenance",123.4
2022,APR,Urban,Health,125.9
2022,APR,Urban,Transport,118.5
2022,APR,Urban,Communication,97.3
2022,APR,Urban,Recreation Services and Culture,114.6
2022,APR,Urban,Education,123.2
2022,APR,Urban,Restaurants and Hotels,138.7
2022,APR,Urban,Miscellaneous Goods and Services,118.4
2022,APR,Rural,Total,122.4
2022,APR,Rural,Food and Non- Alcoholic Beverages,133.2
2022,APR,Rural,Alcoholic Beverages and Tobacco,175.0
2022,APR,Rural,Clothing and Footware,99.2
2022,APR,Rural,"Housing, Water, Electricity, Gas and Other Fuels",117.6
2022,APR,Rural,"Furnishings, Households Equipment and Routine Household Maintenance",113.8
2022,APR,Rural,Health,121.6
2022,APR,Rural,Transport,114.5
2022,APR,Rural,Communication,98.7
2022,APR,Rural,Recreation Services and Culture,114.1
2022,APR,Rural,Education,116.1
2022,APR,Rural,Restaurants and Hotels,128.1
2022,APR,Rural,Miscellaneous Goods and Services,118.1
2022,MAY,Urban,Total,127.4
2022,MAY,Urban,Food and Non- Alcoholic Beverages,146.2
2022,MAY,Urban,Alcoholic Beverages and Tobacco,168.0
2022,MAY,Urban,Clothing and Footware,91.4
2022,MAY,Urban,"Housing, Water, Electricity, Gas and Other Fuels",124.1
2022,MAY,Urban,"Furnishings, Households Equipment and Routine Household Maintenance",124.0
2022,MAY,Urban,Health,126.1
2022,MAY,Urban,Transport,119.9
2022,MAY,Urban,Communication,97.3
2022,MAY,Urban,Recreation Services and Culture,115.0
2022,MAY,Urban,Education,123.2
2022,MAY,Urban,Restaurants and Hotels,139.6
2022,MAY,Urban,Miscellaneous Goods and Services,118.4
2022,MAY,Rural,Total,122.9
2022,MAY,Rural,Food and Non- Alcoholic Beverages,134.0
2022,MAY,Rural,Alcoholic Beverages and Tobacco,175.1
2022,MAY,Rural,Clothing and Footware,99.3
2022,MAY,Rural,"Housing, Water, Electricity, Gas and Other Fuels",118.0
2022,MAY,Rural,"Furnishings, Households Equipment and Routine Household Maintenance",114.2
2022,MAY,Rural,Health,121.7
2022,MAY,Rural,Transport,115.0
2022,MAY,Rural,Communication,98.7
2022,MAY,Rural,Recreation Services and Culture,114.2
2022,MAY,Rural,Education,116.1
2022,MAY,Rural,Restaurants and Hotels,128.3
2022,MAY,Rural,Miscellaneous Goods and Services,118.2
2022,JUN,Urban,Total,128.2
2022,JUN,Urban,Food and Non- Alcoholic Beverages,147.9
2022,JUN,Urban,Alcoholic Beverages and Tobacco,168.1
2022,JUN,Urban,Clothing and Footware,91.5
2022,JUN,Urban,"Housing, Water, Electricity, Gas and Other Fuels",124.1
2022,JUN,Urban,"Furnishings, Households Equipment and Routine Household Maintenance",124.5
2022,JUN,Urban,Health,126.4
2022,JUN,Urban,Transport,121.5
2022,JUN,Urban,Communication,97.3
2022,JUN,Urban,Recreation Services and Culture,115.6
2022,JUN,Urban,Education,123.3
2022,JUN,Urban,Restaurants and Hotels,141.5
2022,JUN,Urban,Miscellaneous Goods and Services,119.0
2022,JUN,Rural,Total,123.5
2022,JUN,Rural,Food and Non- Alcoholic Beverages,135.3
2022,JUN,Rural,Alcoholic Beverages and Tobacco,175.1
2022,JUN,Rural,Clothing and Footware,99.4
2022,JUN,Rural,"Housing, Water, Electricity, Gas and Other Fuels",118.0
2022,JUN,Rural,"Furnishings, Households Equipment and Routine Household Maintenance",114.5
2022,JUN,Rural,Health,121.3
2022,JUN,Rural,Transport,115.7
2022,JUN,Rural,Communication,98.7
2022,JUN,Rural,Recreation Services and Culture,114.5
2022,JUN,Rural,Education,116.2
2022,JUN,Rural,Restaurants and Hotels,129.3
2022,JUN,Rural,Miscellaneous Goods and Services,118.3
2022,JUL,Urban,Total,128.7
2022,JUL,Urban,Food and Non- Alcoholic Beverages,149.0
2022,JUL,Urban,Alcoholic Beverages and Tobacco,168.4
2022,JUL,Urban,Clothing and Footware,91.6
2022,JUL,Urban,"Housing, Water, Electricity, Gas and Other Fuels",124.2
2022,JUL,Urban,"Furnishings, Households Equipment and Routine Household Maintenance",125.3
2022,JUL,Urban,Health,126.8
2022,JUL,Urban,Transport,122.1
2022,JUL,Urban,Communication,97.3
2022,JUL,Urban,Recreation Services and Culture,115.9
2022,JUL,Urban,Education,123.4
2022,JUL,Urban,Restaurants and Hotels,142.7
2022,JUL,Urban,Miscellaneous Goods and Services,118.9
2022,JUL,Rural,Total,123.8
2022,JUL,Rural,Food and Non- Alcoholic Beverages,135.9
2022,JUL,Rural,Alcoholic Beverages and Tobacco,175.0
2022,JUL,Rural,Clothing and Footware,99.5
2022,JUL,Rural,"Housing, Water, Electricity, Gas and Other Fuels",118.0
2022,JUL,Rural,"Furnishings, Households Equipment and Routine Household Maintenance",114.8
2022,JUL,Rural,Health,121.7
2022,JUL,Rural,Transport,116.2
2022,JUL,Rural,Communication,98.7
2022,JUL,Rural,Recreation Services and Culture,114.7
2022,JUL,Rural,Education,116.3
2022,JUL,Rural,Restaurants and Hotels,129.9
2022,JUL,Rural,Miscellaneous Goods and Services,118.2
2022,AUG,Urban,Total,129.0
2022,AUG,Urban,Food and Non- Alcoholic Beverages,149.5
2022,AUG,Urban,Alcoholic Beverages and Tobacco,168.5
2022,AUG,Urban,Clothing and Footware,91.7
2022,AUG,Urban,"Housing, Water, Electricity, Gas and Other Fuels",124.7
2022,AUG,Urban,"Furnishings, Households Equipment and Routine Household Maintenance",125.7
2022,AUG,Urban,Health,126.9
2022,AUG,Urban,Transport,121.5
2022,AUG,Urban,Communication,97.3
2022,AUG,Urban,Recreation Services and Culture,116.2
2022,AUG,Urban,Education,123.4
2022,AUG,Urban,Restaurants and Hotels,143.6
2022,AUG,Urban,Miscellaneous Goods and Services,119.2
2022,AUG,Rural,Total,124.1
2022,AUG,Rural,Food and Non- Alcoholic Beverages,136.2
2022,AUG,Rural,Alcoholic Beverages and Tobacco,175.0
2022,AUG,Rural,Clothing and Footware,99.5
2022,AUG,Rural,"Housing, Water, Electricity, Gas and Other Fuels",118.7
2022,AUG,Rural,"Furnishings, Households Equipment and Routine Household Maintenance",115.2
2022,AUG,Rural,Health,121.7
2022,AUG,Rural,Transport,116.0
2022,AUG,Rural,Communication,98.7
2022,AUG,Rural,Recreation Services and Culture,114.8
2022,AUG,Rural,Education,116.3
2022,AUG,Rural,Restaurants and Hotels,130.1
2022,AUG,Rural,Miscellaneous Goods and Services,118.4
2022,SEP,Urban,Total,129.2
2022,SEP,Urban,Food and Non- Alcoholic Beverages,150.0
2022,SEP,Urban,Alcoholic Beverages and Tobacco,168.7
2022,SEP,Urban,Clothing and Footware,91.6
2022,SEP,Urban,"Housing, Water, Electricity, Gas and Other Fuels",124.7
2022,SEP,Urban,"Furnishings, Households Equipment and Routine Household Maintenance",125.9
2022,SEP,Urban,Health,127.0
2022,SEP,Urban,Transport,121.7
2022,SEP,Urban,Communication,97.3
2022,SEP,Urban,Recreation Services and Culture,116.6
2022,SEP,Urban,Education,123.5
2022,SEP,Urban,Restaurants and Hotels,144.0
2022,SEP,Urban,Miscellaneous Goods and Services,119.3
2022,SEP,Rural,Total,124.2
2022,SEP,Rural,Food and Non- Alcoholic Beverages,136.5
2022,SEP,Rural,Alcoholic Beverages and Tobacco,175.0
2022,SEP,Rural,Clothing and Footware,99.6
2022,SEP,Rural,"Housing, Water, Electricity, Gas and Other Fuels",118.7
2022,SEP,Rural,"Furnishings, Households Equipment and Routine Household Maintenance",115.5
2022,SEP,Rural,Health,121.7
2022,SEP,Rural,Transport,116.0
2022,SEP,Rural,Communication,98.7
2022,SEP,Rural,Recreation Services and Culture,115.1
2022,SEP,Rural,Education,116.3
2022,SEP,Rural,Restaurants and Hotels,130.4
2022,SEP,Rural,Miscellaneous Goods and Services,118.4
